device_type,cpu_usage,memory_usage,temperature,humidity,status,label
SmartGarageDoor,81.98648923126798,80.48523622684958,17.094720813459737,58.25913030758175,anomaly,Injection
WeatherSensor,65.20342419397332,91.95651863359905,54.720444289273644,81.30714670477957,anomaly,Injection
SmartGarageDoor,76.58960961892254,60.95519692446042,21.611827698070485,45.162819194541804,anomaly,Backdoor
SmartGarageDoor,49.99456105768395,63.20938077971367,23.854505621991628,46.39994565215429,anomaly,DDoS
GPSTracker,58.26028406112066,72.86324076029156,41.53575035003825,31.109510897086167,anomaly,Backdoor
SmartGarageDoor,7.543999626985708,25.719522119255128,16.51878700586321,40.81287298131736,normal,Normal
GPSTracker,97.7202926743042,89.55717283463773,32.44952957249169,41.47202913315389,anomaly,Injection
GPSTracker,98.00925212492737,62.46183704617609,34.89157964301344,16.592824476270387,anomaly,DDoS
WeatherSensor,87.91624765333646,89.88385487835485,28.257678345986047,69.94651488669979,anomaly,Backdoor
SmartFridge,88.04084736715177,90.08221738106822,6.223401319285467,56.98928854548848,anomaly,Injection
GPSTracker,48.09416919416543,52.11582971169274,29.92018396536003,42.6423131115148,anomaly,DDoS
GPSTracker,13.780690057428588,17.127549043066978,41.72481576485744,25.764753185762345,normal,Normal
SmartFridge,93.5317694931935,79.06112690247225,6.3113060449641925,59.11224922165986,anomaly,Password
SmartGarageDoor,2.170884863472306,27.05980122541602,18.71591500122898,53.011915027970076,normal,Normal
GPSTracker,46.67688327589351,70.50023528445037,34.43349259924297,27.9587753468223,anomaly,Backdoor
GPSTracker,66.39198857980128,60.93468893882387,41.62660324326443,33.51065746914931,anomaly,Injection
SmartGarageDoor,7.722455835732489,6.16687353816578,16.14651670469828,48.78443927805235,normal,Normal
WeatherSensor,5.914952476296726,25.673732686290457,25.528148206312515,80.17370930191285,normal,Normal
GPSTracker,94.86990129005001,72.5999707676403,43.31665180398614,16.855698196456913,anomaly,Injection
WeatherSensor,6.113860031565296,13.060754568070678,19.92375372774537,81.787602741011,normal,Normal
SmartFridge,8.109430764480987,16.90883514032138,7.929142136155046,53.41803479678077,normal,Normal
WeatherSensor,64.05957409680221,82.87127760456207,31.428711908812364,69.91640007309668,anomaly,Backdoor
SmartGarageDoor,8.205921344698861,22.24391879822787,19.091770968119267,44.06883486525379,normal,Normal
SmartFridge,46.50242397737701,82.64260311546063,2.9744839703100903,53.083405205569605,anomaly,Injection
GPSTracker,97.57281193159525,75.85487776725665,38.97367099754521,10.886559758143726,anomaly,DDoS
WeatherSensor,56.254680433933046,50.06128329906046,32.2088503412097,40.781100714050154,anomaly,Backdoor
WeatherSensor,50.81148208834732,89.37937712373909,19.382809565083875,68.45526234304123,anomaly,DDoS
WeatherSensor,3.958697578937748,14.041691101987464,18.166989862521564,75.62371231606798,normal,Normal
GPSTracker,8.691753527736875,22.79780740277312,31.798052141087194,37.7755663966386,normal,Normal
SmartFridge,97.4121562397542,86.93314255316862,4.3637340722631155,55.556660370709025,anomaly,Injection
GPSTracker,85.10881676156521,78.09081866163372,39.46902694479126,45.53573342943092,anomaly,DDoS
SmartGarageDoor,8.229014288390413,11.447677584223069,18.388656257761866,50.35182135735312,normal,Normal
SmartGarageDoor,56.40053162663918,51.72726461879195,19.23153821256476,48.18694618505089,anomaly,Injection
WeatherSensor,7.995574603938956,9.517207283282751,15.986213062983694,70.91577937952553,normal,Normal
SmartFridge,2.076896773001126,18.11456346346295,2.578758137984531,51.73332092691841,normal,Normal
WeatherSensor,76.83695891517553,73.31609339151375,33.65326587209294,78.911084016666,anomaly,DDoS
SmartFridge,48.71126222162774,53.34988221201526,6.015729225764954,50.84330488424868,anomaly,DDoS
WeatherSensor,8.325418090673448,20.243217962519786,31.227510409460056,65.91984486620898,normal,Normal
WeatherSensor,91.7192944163238,91.58897277372625,25.62864907989228,57.581364805929205,anomaly,Backdoor
SmartFridge,94.25258412265593,76.66309874764967,4.613574959685509,43.07031060111805,anomaly,Injection
SmartFridge,62.76906687475375,67.3539063423096,3.506168822700263,54.14839673841291,anomaly,Backdoor
GPSTracker,42.14637640861581,67.01466756954488,37.11017734520179,18.312670571968958,anomaly,Password
GPSTracker,94.97327104252602,84.90897914028974,30.629520619113705,43.74536141084066,anomaly,DDoS
WeatherSensor,68.6881544568701,77.6849097839329,-71.17443675583957,81.79910383829267,anomaly,Injection
GPSTracker,7.464355571373171,10.709642865445907,43.487954517152396,18.00938834372673,normal,Normal
SmartFridge,6.455523731297254,19.2620197584574,5.916326996414394,45.034939018690395,normal,Normal
SmartGarageDoor,97.18252830520966,73.52259638745966,16.192198058095098,42.43721673835327,anomaly,Injection
SmartGarageDoor,7.736657926660203,22.005709398159528,23.610725971004943,45.9128833138011,normal,Normal
SmartFridge,67.88467405654632,66.46218097367954,4.379046410414806,59.49569590307296,anomaly,Injection
SmartFridge,4.8934814271987666,5.13565247436903,5.58295993383306,42.62062577179244,normal,Normal
GPSTracker,57.38300879293298,93.18205123943747,29.810029431660503,39.012525529535864,anomaly,DDoS
SmartGarageDoor,64.3664353083393,91.10237222766096,17.783399849865248,59.61141926835914,anomaly,DDoS
SmartFridge,13.418777672375171,29.899581361847922,5.818443855277044,56.63479980463364,normal,Normal
SmartFridge,3.503127700237627,9.692601615093327,3.563905687435902,59.77583180842484,normal,Normal
SmartGarageDoor,59.12490064339935,59.76448817281237,19.682032095851692,51.69141535446063,anomaly,Backdoor
GPSTracker,86.37763975517367,73.62299045616297,37.72492617714339,23.854261489423145,anomaly,DDoS
SmartGarageDoor,42.73575076647131,61.13363316541538,15.886056025146914,45.173620185796075,anomaly,Password
GPSTracker,10.771994687109752,7.272574505775923,39.43447370714575,26.215876640063655,normal,Normal
GPSTracker,46.49349432204421,94.47792625810266,37.478702624411895,20.489570963779947,anomaly,DDoS
SmartFridge,13.629968735726232,15.259247837962604,6.9709368750725424,46.22055807143414,normal,Normal
SmartGarageDoor,71.4282954836003,92.38328881302769,24.815217500714432,41.87260563403139,anomaly,Backdoor
WeatherSensor,95.50364770956494,62.42408376481795,21.589728936882736,50.39874880826464,anomaly,DDoS
GPSTracker,14.117004229549904,14.477621501301881,33.84496769512201,19.467236171293223,normal,Normal
WeatherSensor,56.166864961511564,51.538642392168306,32.43339239683616,52.18879126622606,anomaly,DDoS
SmartFridge,82.58032268652207,86.13405895047575,7.025422986485752,41.761293706672255,anomaly,Injection
SmartGarageDoor,7.87657002284692,11.280110600893856,16.23268685621797,52.26793654374646,normal,Normal
SmartFridge,7.588840076223766,18.056515803863128,4.383384118531147,58.33320631890587,normal,Normal
WeatherSensor,79.13085351068729,75.5775816437892,128.4971477546884,81.74729601733495,anomaly,Injection
GPSTracker,90.41143259167868,83.63090701309548,30.989709654827728,44.10974318900344,anomaly,Injection
SmartFridge,95.06744492879483,82.36680152606318,3.4193036172945552,58.80264319733862,anomaly,Backdoor
GPSTracker,14.123012330486556,29.505589187923533,33.18612482600063,37.565938222470265,normal,Normal
GPSTracker,59.50786825346903,83.97858432624102,33.74320209220559,19.806044677357107,anomaly,DDoS
SmartGarageDoor,77.06083331060918,83.60302417351849,19.572705643848963,54.22930733846048,anomaly,Backdoor
GPSTracker,84.90504012030165,64.91178271700028,41.09861131834017,42.802766895040996,anomaly,Injection
SmartGarageDoor,1.1593332912041276,13.070695179848869,21.64428550383338,46.89778299532459,normal,Normal
SmartGarageDoor,95.20838349109233,58.422784421413795,21.688381390018204,58.71208154187569,anomaly,Password
SmartFridge,3.8961051820496913,16.61124971557833,2.3572720902509836,59.77067617876908,normal,Normal
SmartFridge,73.13010187306833,86.29158541141453,2.222801173162704,50.97689682872129,anomaly,DDoS
WeatherSensor,44.1241522638498,55.01901807015117,20.968460184459484,51.27641355827986,anomaly,Backdoor
WeatherSensor,64.97952950829946,53.4318383091628,19.772659403059468,35.266726073797834,anomaly,Password
GPSTracker,53.961263414994285,52.03133952280362,41.73170438816683,48.57145950555575,anomaly,DDoS
SmartFridge,50.84232482773228,93.61374975530961,2.02748161020053,57.12061774319964,anomaly,Password
GPSTracker,13.068890664793292,26.97582872760499,41.975544329799476,14.311455199200985,normal,Normal
SmartFridge,87.53483465581137,62.697996676471604,5.667412733496943,46.720891024357634,anomaly,Password
WeatherSensor,82.45492075376023,56.266134827167086,17.526982328629323,42.629363907165725,anomaly,Password
GPSTracker,69.12627762684626,68.15287150034732,25.336544645238245,11.542706634206294,anomaly,Backdoor
GPSTracker,41.8035483781083,56.04045538803065,38.75238094056478,25.86292394971526,anomaly,Password
SmartGarageDoor,66.17020107658766,51.827557789380975,19.01977516184528,51.390085882916146,anomaly,Password
SmartGarageDoor,47.05630685775885,62.24058189907376,19.017526001354064,51.575747624299765,anomaly,DDoS
SmartGarageDoor,41.06613211079363,54.39725022049704,21.977286617661825,45.70183858631219,anomaly,DDoS
WeatherSensor,42.01441910607872,55.56458397786467,24.127736188525013,89.81675459536768,anomaly,Backdoor
WeatherSensor,7.574942382263461,13.058358211965878,33.80132434473556,58.46683832999628,normal,Normal
GPSTracker,4.719422058770235,28.79684497842597,28.502654229213924,27.394188052571774,normal,Normal
SmartGarageDoor,46.37957724141004,62.24111550437112,16.22337249095705,57.22243664693603,anomaly,Injection
GPSTracker,97.32665075150496,90.64181993401155,36.536193950413164,41.637384789097,anomaly,Backdoor
WeatherSensor,5.918336565949975,25.838899850882857,16.84246276825773,42.11169654310078,normal,Normal
SmartFridge,85.6997593161704,90.63354065993505,7.519550735575322,46.80086615879749,anomaly,Injection
GPSTracker,71.77561473851046,75.02196353172793,28.544596038851136,36.32583273905253,anomaly,Backdoor
SmartGarageDoor,69.96662176825745,92.30071276216684,21.817387757807502,49.05807952612841,anomaly,Backdoor
GPSTracker,54.71310203723284,83.55018677214082,29.496090843681365,11.414989510663464,anomaly,DDoS
WeatherSensor,79.24564267049524,90.33871766758409,28.747713651780035,41.51454561348155,anomaly,Password
SmartFridge,6.78072512060083,29.40041523157226,2.8202058498098657,43.57002834411703,normal,Normal
WeatherSensor,58.56125990587664,87.86510604051735,-32.67083746083277,57.227197514827026,anomaly,Injection
SmartGarageDoor,75.1765220176296,52.03440817300764,18.61024599852325,45.548322760139,anomaly,DDoS
GPSTracker,85.60960520066865,50.158868828872954,43.05491987410532,21.651343714115004,anomaly,Backdoor
SmartGarageDoor,70.31984164537621,93.0165680288242,15.819743821231611,47.9817623010173,anomaly,Password
GPSTracker,57.223486896543804,60.743935163828624,38.760192819617096,19.79468098579541,anomaly,Backdoor
SmartFridge,45.642785487809746,78.88878658950367,7.508261746039835,51.420017584646025,anomaly,DDoS
GPSTracker,7.574462989498443,22.18726794258506,36.50275760222512,30.574208101634383,normal,Normal
GPSTracker,60.3978051247473,63.34688983537314,25.69495879239277,42.665890524700686,anomaly,Password
SmartGarageDoor,6.968465751466411,18.513634670318233,22.71478481805719,47.255494857630616,normal,Normal
GPSTracker,46.810818441691936,85.93322408960015,39.7118000008185,46.172643697461915,anomaly,DDoS
GPSTracker,45.017169718652404,92.42354851815887,36.48398224731017,33.9730645055552,anomaly,Injection
SmartFridge,3.476566851228331,27.392493642541986,6.245940590316175,55.661086449904964,normal,Normal
SmartFridge,84.82903479690061,63.729982158850994,2.0819692264170344,52.44741150299399,anomaly,Backdoor
WeatherSensor,14.046519957893983,21.91609462557566,18.48925971476888,72.00846241305732,normal,Normal
SmartGarageDoor,93.87667151377448,90.54677295397723,16.225509111394693,55.66940901194383,anomaly,Injection
SmartFridge,3.0540714679307133,7.29805253181593,3.8509463295346444,48.59209724761162,normal,Normal
GPSTracker,12.453686338667042,26.447543098541917,39.83624662772189,19.311312537376683,normal,Normal
SmartFridge,97.65421776709546,66.76188029346187,3.5200096178270384,45.82483226571467,anomaly,DDoS
WeatherSensor,83.21554757365395,77.74290235659481,19.637531961554068,77.25774501056802,anomaly,Backdoor
SmartGarageDoor,14.219809651395174,15.35185132787241,18.490802946756496,49.75797159022428,normal,Normal
WeatherSensor,83.93994735186608,78.4056151844847,27.470794771649537,72.32874343104868,anomaly,DDoS
SmartFridge,54.30553392054864,52.56279506309665,3.5175040161252413,40.94360601059632,anomaly,Backdoor
WeatherSensor,70.65209525263059,92.18257488676248,23.49068018992945,61.66361358650915,anomaly,DDoS
GPSTracker,72.12649163255479,64.20963536168128,27.087630722617245,41.71423392161253,anomaly,Injection
SmartFridge,4.715011961208193,8.470279444684671,5.238299049909334,58.602519605636346,normal,Normal
GPSTracker,60.917631586742445,92.84771854431378,42.93843443269577,47.410499796208256,anomaly,DDoS
SmartFridge,67.49674185854407,84.57480719904655,4.407183463042008,50.90717162827233,anomaly,DDoS
SmartFridge,78.79345132344153,90.46317938176028,5.179091672733354,58.59999074193552,anomaly,Password
SmartFridge,8.631949186630091,7.623255226843507,3.437081336557789,44.501604539911796,normal,Normal
SmartGarageDoor,83.71095431060242,90.8974520509964,23.452594317852025,50.74301084094373,anomaly,Backdoor
GPSTracker,3.0467921501078528,20.617959712095825,36.370766816999954,22.034555487855798,normal,Normal
WeatherSensor,63.50909357172554,89.2540448632987,27.12647364230224,86.6115872803088,anomaly,Backdoor
GPSTracker,6.059524341911223,15.46218817647618,35.393142785155334,39.60747283611623,normal,Normal
GPSTracker,76.88668850470582,94.94251707054894,38.655235828022434,41.85020592788818,anomaly,Password
SmartFridge,4.543425753359314,17.13645942773106,5.282785096009599,51.12852034561958,normal,Normal
SmartFridge,52.007781579222524,58.08494609449542,4.479145935050386,46.094434117679256,anomaly,Injection
GPSTracker,5.00253408769825,14.984472871874244,43.460754922367876,11.8825096829212,normal,Normal
WeatherSensor,86.19091110682962,78.04001836359627,26.330048150271214,64.72296194427521,anomaly,Backdoor
WeatherSensor,70.55627970021648,76.03774076051843,-4.724302245587026,34.64872170297542,anomaly,Injection
SmartGarageDoor,79.92638552265149,65.55309351795378,16.142065060085965,48.09031374335249,anomaly,Password
SmartFridge,11.377019180438372,20.98555508427959,5.126789022943778,58.025413943535696,normal,Normal
SmartGarageDoor,86.52232101428558,57.27019216294228,16.784326177797517,42.25517817958522,anomaly,DDoS
SmartGarageDoor,40.38084988730877,60.34188342609079,15.926509637381951,49.182427647008524,anomaly,Injection
WeatherSensor,73.75140901435608,77.62800913847569,23.43748779905906,79.76518796082327,anomaly,DDoS
GPSTracker,85.17516149368787,92.20565120136504,32.92681779398042,39.28716892856656,anomaly,Backdoor
WeatherSensor,1.997909555808697,28.165151835527908,31.50983951996011,77.7099125428399,normal,Normal
WeatherSensor,5.8900851637989105,12.7811291200011,21.438450762874357,41.40134367599309,normal,Normal
SmartGarageDoor,1.605341259367627,28.7273639647591,24.934271332097175,56.94242359547972,normal,Normal
SmartFridge,66.84139581625772,71.59236463819184,4.550159304397707,40.92239878202496,anomaly,Backdoor
SmartFridge,73.22422016890046,61.79363106505748,5.28062655318732,43.85789779736847,anomaly,Injection
GPSTracker,81.07270122581136,72.81359164241239,41.711125304510006,31.76902356918509,anomaly,DDoS
SmartFridge,8.545896016355872,27.40347917046965,3.49373314770857,57.91343240311933,normal,Normal
GPSTracker,14.894697832909037,7.346067229647478,31.022364122917345,24.240424966207847,normal,Normal
WeatherSensor,75.04998784416873,75.15911290018018,33.21846044755497,77.95925365575135,anomaly,Backdoor
GPSTracker,78.31369668813653,88.21587950274804,28.566724092460568,30.76964090076624,anomaly,Password
SmartGarageDoor,4.851204934997264,22.79986792246602,24.600975070867577,58.87573646136143,normal,Normal
SmartGarageDoor,6.839630929059971,5.097497609061476,21.934851060289557,42.810852111724664,normal,Normal
GPSTracker,1.7363488565639948,17.037004569834078,29.127060988918863,36.58103800196896,normal,Normal
GPSTracker,11.410125660208966,28.74893707019316,37.19525702810275,12.142648465300425,normal,Normal
SmartGarageDoor,80.04025415933,90.10617768912488,22.955804064713732,44.0244217281302,anomaly,Password
GPSTracker,95.92242209847308,54.82107213635133,44.193211943908565,41.08992274339672,anomaly,DDoS
SmartFridge,54.04561638054832,68.37250032551907,4.377064991565135,41.75308036837833,anomaly,Backdoor
WeatherSensor,73.29518160711395,64.98182084678345,25.91825784466657,89.83556303191833,anomaly,Backdoor
GPSTracker,43.53523800786736,84.73223109959673,42.948535421809,33.03341219558058,anomaly,DDoS
WeatherSensor,4.4130109261522925,8.405231896847436,16.594795714179217,47.490326623069436,normal,Normal
WeatherSensor,12.383223027829457,12.365412942277954,15.540493350000839,60.30253554834735,normal,Normal
WeatherSensor,1.8265343368797027,15.418688417837696,22.690604728407685,56.02638277929459,normal,Normal
SmartFridge,3.646371193879177,16.25980100656586,3.6790256066789695,59.85321621353898,normal,Normal
GPSTracker,73.57732842718605,89.68765919415367,44.601228293447356,36.991915473529986,anomaly,Injection
WeatherSensor,77.79340619693507,78.8381121256255,32.42451421419112,83.92516341137548,anomaly,DDoS
SmartGarageDoor,48.99021724176288,70.44773651039588,20.171788485398032,52.504563237180726,anomaly,DDoS
SmartGarageDoor,14.463452071868009,23.101347185270203,16.063719312110287,51.47127504729428,normal,Normal
SmartGarageDoor,86.53507631501637,67.17315206579465,16.50849033547558,55.41563766109536,anomaly,Password
SmartGarageDoor,87.71842265720032,90.62676903657521,16.980983444789032,59.41531705821486,anomaly,Password
SmartGarageDoor,98.56420725263183,62.377093744920266,19.95267694780198,53.777689337769424,anomaly,DDoS
SmartGarageDoor,65.26329265127858,74.20257869565995,23.97641322269765,56.53088744312383,anomaly,Password
WeatherSensor,63.75090443715537,89.53546408175492,25.364071330286894,78.29068233024253,anomaly,DDoS
SmartFridge,70.95788749828336,75.72031540895023,3.8982527910025206,42.635230156111504,anomaly,Injection
SmartFridge,83.30906064914639,59.25034160986489,5.254483133120592,57.326914051085254,anomaly,Injection
SmartFridge,14.966636578985739,11.719416149971803,6.182344704172074,57.56361440635061,normal,Normal
SmartGarageDoor,60.06141294849172,77.43555272463047,20.65241933691766,44.76599275076497,anomaly,DDoS
SmartGarageDoor,72.43576563776466,52.627508351514145,22.6281928888882,58.78294543513097,anomaly,DDoS
WeatherSensor,12.472522071781695,19.01806813097659,27.18271257318193,78.56694197593518,normal,Normal
SmartGarageDoor,11.14029886399399,17.396686528417458,15.38841709137375,40.30856465621247,normal,Normal
WeatherSensor,12.344386477244397,7.885112362043227,17.705184919617597,31.291126923883894,normal,Normal
GPSTracker,80.70273303028327,94.64159176107421,31.375620246664568,36.74254856356153,anomaly,Backdoor
WeatherSensor,49.72061129195275,77.43159924616195,18.749364012235162,59.022378061351446,anomaly,DDoS
GPSTracker,5.02756821050877,28.97544897522389,38.80661872110964,17.234939518181132,normal,Normal
WeatherSensor,97.00420224699567,50.34872420849608,15.87675024833161,69.5806087234004,anomaly,DDoS
WeatherSensor,3.9930559400100054,15.056092340381351,26.985391043105075,33.90113216323404,normal,Normal
GPSTracker,4.760346304067591,18.497594566089347,41.64182658047023,20.305630342011632,normal,Normal
WeatherSensor,86.74382934265404,72.22070635467249,34.88270869523052,45.65217133533011,anomaly,DDoS
SmartGarageDoor,60.94894581100117,74.5694067600457,24.98248980488382,52.73172890429206,anomaly,Backdoor
SmartFridge,94.87114993591157,93.54025704705218,5.927388225997416,44.37034979775606,anomaly,Backdoor
SmartGarageDoor,7.627469362431326,22.018696932867073,15.012854165010914,55.675479459085636,normal,Normal
WeatherSensor,14.100903597775623,7.9306773241356865,32.39875251244952,72.33164344031577,normal,Normal
SmartFridge,9.186557503016191,28.143185366685348,7.953189124333436,49.00330700337186,normal,Normal
SmartGarageDoor,6.0318241898102825,19.119101096889004,24.317302666017063,44.78289388247624,normal,Normal
WeatherSensor,49.49017062814152,68.16552650086818,17.149933688908746,75.39981208987571,anomaly,Password
SmartFridge,7.631851037323964,10.625227485487672,5.560141300689899,51.23985641118711,normal,Normal
WeatherSensor,94.67417500381902,71.09570821506037,24.170629483543177,56.14173152035236,anomaly,DDoS
SmartGarageDoor,71.9969297550421,50.95304712691587,17.33040812461065,51.18885195656978,anomaly,Injection
GPSTracker,73.6599889125508,53.02203926449981,41.973341497287606,32.04493040871206,anomaly,Backdoor
GPSTracker,8.600043486496293,27.151295859668057,33.01909963497086,36.14194769602325,normal,Normal
SmartGarageDoor,9.329581965388536,18.663521092953662,19.835455400154785,55.75586331366496,normal,Normal
SmartFridge,48.633975074769324,81.19836917962203,6.601749111728371,58.66565105595501,anomaly,DDoS
SmartFridge,3.9387989806570545,10.217579241736173,4.315825316174125,58.467475854597254,normal,Normal
SmartGarageDoor,11.020955421392715,26.954044401358104,21.507021684314687,52.232000511214466,normal,Normal
WeatherSensor,98.60297159035235,88.6439238821949,313.4434886010402,59.863355503536255,anomaly,Injection
WeatherSensor,92.8914890015239,94.28869735389779,246.6564404920765,82.3462001588612,anomaly,Injection
WeatherSensor,96.34936217712662,90.4202024837569,29.96424765183508,41.539139312819586,anomaly,Password
SmartGarageDoor,45.32450651181523,83.72094916765337,18.95003320682759,45.234058944637866,anomaly,DDoS
SmartFridge,14.914165645016842,26.003727447975102,4.383456715904942,52.72796674458763,normal,Normal
WeatherSensor,53.49206670798929,92.22358117668985,-52.63548104167528,78.5273117173636,anomaly,Injection
SmartFridge,4.604812770615228,11.740851268029857,2.509736542490592,51.15463044814402,normal,Normal
WeatherSensor,6.499794824877847,20.76910961134381,27.264423046171036,62.81251958566422,normal,Normal
SmartFridge,9.264108346789124,6.545937377393786,3.832811612637976,41.94151834212042,normal,Normal
SmartFridge,3.520419606312603,8.2370057987227,4.574385385459481,58.47626354018685,normal,Normal
WeatherSensor,64.26133591359459,84.36166313881483,17.146060929644083,69.78452002198416,anomaly,Backdoor
GPSTracker,3.3958445449993153,29.47631642898611,26.129972544883916,31.86394598259382,normal,Normal
SmartGarageDoor,14.450619405491656,6.5264893169320475,24.0478972616909,56.48050940574916,normal,Normal
SmartGarageDoor,8.960522160552395,8.053345062144807,15.508285691830759,42.64075614178325,normal,Normal
SmartGarageDoor,82.12867398014924,88.41995331298193,15.751083056611034,43.371218497852254,anomaly,DDoS
GPSTracker,96.08798449315961,58.230254819589845,31.940082272621872,46.529504558117,anomaly,DDoS
SmartGarageDoor,93.34424363747172,60.479736134327744,22.36051562866613,54.71876658796833,anomaly,Backdoor
GPSTracker,47.91590776400494,74.69383873465682,31.712419688765955,30.216779619540812,anomaly,Injection
GPSTracker,64.42537344355591,50.22478417220195,43.32325833082236,42.597249897570435,anomaly,DDoS
SmartFridge,13.625141771046195,13.29277976003399,4.956474780153288,46.42282114388698,normal,Normal
SmartFridge,6.278575642710539,23.007480943987595,2.47042935702285,42.822370928705624,normal,Normal
WeatherSensor,12.027286785152295,16.098913367409438,25.514771283158062,33.25885794297757,normal,Normal
SmartFridge,3.8855322064139033,26.85705294309735,2.773523687383441,41.38266599427705,normal,Normal
GPSTracker,64.52405031670556,92.58935848961664,41.14171537240844,26.21495213457667,anomaly,Injection
GPSTracker,7.783878794947754,16.57923494397029,40.216025539989886,12.285576833773044,normal,Normal
SmartGarageDoor,57.288758819083355,72.24096484005923,17.26701609244509,56.718861421399446,anomaly,DDoS
SmartGarageDoor,11.66875648747238,29.84017615475376,15.283090115402103,50.77059967933348,normal,Normal
SmartGarageDoor,2.3138562021802134,27.35622693809027,20.42174850623675,45.71073180820348,normal,Normal
SmartFridge,86.98922386111039,85.52323506313553,5.616950543577293,41.722110183673735,anomaly,DDoS
GPSTracker,70.77457228204186,64.72846198984425,25.927875537719448,46.572318597655205,anomaly,DDoS
SmartFridge,3.69195699352565,29.348112171449415,2.148281912171737,49.47706620134566,normal,Normal
WeatherSensor,4.233996769417792,28.008563753782155,21.303439301974915,41.11777678225367,normal,Normal
WeatherSensor,91.82147092419345,89.3464695395188,93.00516857048859,54.84708322696031,anomaly,Injection
SmartFridge,83.65205149883803,73.66689314533457,3.373283161902966,54.61621318135197,anomaly,Injection
GPSTracker,6.498745342222487,11.093561125189701,39.83256740199256,24.12075681637687,normal,Normal
SmartFridge,54.416754344449515,85.37212217838979,7.639168477145642,50.04999394875279,anomaly,Backdoor
WeatherSensor,1.9017175114482197,7.5473677670531965,19.083262981724317,65.0592243373523,normal,Normal
SmartGarageDoor,89.31661558434348,82.72910820019113,20.169394598048484,40.82582821187768,anomaly,DDoS
WeatherSensor,80.0613808509807,61.74930958943628,18.062752735770943,55.10778171846278,anomaly,DDoS
WeatherSensor,1.041516670117603,22.32713552643223,18.573777959759273,74.60052128284266,normal,Normal
GPSTracker,53.28633816985909,52.97151581659757,30.013051635424134,33.76775721011484,anomaly,Backdoor
SmartFridge,81.27395855623718,66.72536811481191,5.329677438732077,47.07546043125307,anomaly,Injection
WeatherSensor,66.40473574909544,86.04118753681905,33.9141114033192,51.12008393276042,anomaly,DDoS
SmartGarageDoor,10.66653842368709,10.798553122035695,21.428423050663497,56.81730518624744,normal,Normal
SmartFridge,4.335116138554442,21.26519253978376,5.50518492961415,58.74403443864761,normal,Normal
WeatherSensor,13.147322838123094,16.825588499003278,28.50621305063555,44.8470025787366,normal,Normal
SmartFridge,12.989969189044862,15.149867081143254,6.240601571570989,49.8971654639668,normal,Normal
GPSTracker,59.858612941174165,69.47655023442306,29.999387152160267,16.2287250854297,anomaly,Backdoor
SmartGarageDoor,70.98756568179746,54.89517472210227,21.786420971919142,44.01452116877782,anomaly,Injection
SmartGarageDoor,14.95163202693973,27.915242720108004,21.137904403367543,44.115907183315166,normal,Normal
GPSTracker,65.96818937332579,60.59829611333189,31.473753667956515,22.94053765539955,anomaly,DDoS
WeatherSensor,74.07556973661784,94.18931441418422,28.552664501540317,65.83640684693663,anomaly,DDoS
SmartGarageDoor,40.67083392456943,74.56281493571154,17.578344895849717,51.978245899659015,anomaly,Backdoor
SmartGarageDoor,13.855846959679367,14.682941408101852,21.35322877785865,48.57887390660561,normal,Normal
GPSTracker,78.92177500510164,93.87380635556107,28.854369138724852,34.92798423592624,anomaly,DDoS
GPSTracker,3.890493356202661,19.364846270244296,26.532381175614418,14.20982127171789,normal,Normal
GPSTracker,49.058929982987735,61.776738712765194,32.46803927128015,17.826565063285436,anomaly,Injection
SmartGarageDoor,86.50412749813358,68.23335750221419,24.925162842582726,56.566512815574995,anomaly,DDoS
WeatherSensor,14.02779822848062,10.249255136675654,24.0443235027025,68.86331870611824,normal,Normal
GPSTracker,98.71546898020671,81.56934606912031,44.81358079054263,43.704491766989946,anomaly,Backdoor
SmartGarageDoor,73.67483064567128,66.8453727063421,15.121953619623898,52.67068995991248,anomaly,Backdoor
SmartFridge,74.7542902100075,80.98170759388279,5.8561167402092575,49.24238840504859,anomaly,Injection
SmartGarageDoor,7.767068873994798,20.32150427674462,19.152074549243405,52.514426511178264,normal,Normal
WeatherSensor,7.334930616186834,13.204214342564736,15.796261831047545,66.72459634765234,normal,Normal
GPSTracker,92.43282732673072,86.91679288892529,31.47639719619655,14.41266320614531,anomaly,DDoS
GPSTracker,2.439185634039228,14.402175263786658,33.05963146854833,15.279295837496765,normal,Normal
SmartGarageDoor,82.86925209417987,86.71651031264767,22.031367036946122,47.71401060662755,anomaly,Injection
SmartGarageDoor,12.205268249033923,23.153987586473818,18.71378477354995,45.2457966548899,normal,Normal
SmartGarageDoor,62.861978885578,69.82782247332317,22.266881125271127,54.5783447894031,anomaly,Password
GPSTracker,5.4811386922414815,19.47480969558751,41.15597994978077,20.112834633647182,normal,Normal
SmartGarageDoor,10.765351574581441,19.450992100885276,23.51559523569616,59.19924980246765,normal,Normal
GPSTracker,13.31364224188918,13.530050812125763,43.25596973287587,22.826105139156745,normal,Normal
SmartGarageDoor,62.9829813186754,59.679787668701934,19.997510971951364,41.49627906012748,anomaly,Backdoor
WeatherSensor,11.638220201525927,9.174430921754425,29.67076428024732,71.1575341518118,normal,Normal
SmartFridge,2.407385528044702,6.1343308959525285,3.644060064922929,55.82855959968035,normal,Normal
WeatherSensor,56.941027864061155,66.42580068632242,16.902832028144083,53.596104430609046,anomaly,Backdoor
